teamid,season,player_id,player,birth_date,height,leagueid,num,position,weight,age,exp,school,team_players
1610612742,1985,64,Sam Perkins,1961-06-14,6.75,00,41,F,235,25,1,North Carolina,13
1610612742,1986,76016,Mark Aguirre,1959-12-10,6.5,00,24,F,232,27,5,DePaul,13
1610612742,1986,76172,Uwe Blab,1962-03-26,7.083333333333333,00,33,C,252,25,1,Indiana,13
1610612742,1986,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,28,5,Kansas State,13
1610612742,1986,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,31,9,Maryland,13
1610612742,1986,76583,James Donaldson,1957-08-16,7.166666666666667,00,40,C,275,29,6,Washington State,13
1610612742,1986,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,25,3,Illinois,13
1610612742,1986,77105,Myron Jackson,1964-05-06,6.25,00,6,G,185,23,0,Arkansas-Little Rock,13
1610612742,1986,77738,Dennis Nutt,1963-03-25,6.166666666666667,00,21,G,170,24,0,Texas Christian,13
1610612742,1986,64,Sam Perkins,1961-06-14,6.75,00,44,F,235,26,2,North Carolina,13
1610612742,1986,96,Detlef Schrempf,1963-01-21,6.75,00,32,F,214,24,1,Washington,13
1610612742,1987,76016,Mark Aguirre,1959-12-10,6.5,00,24,F,232,28,6,DePaul,12
1610612742,1987,76024,Steve Alford,1964-11-23,6.166666666666667,00,2,G,183,23,0,Indiana,12
1610612742,1987,76172,Uwe Blab,1962-03-26,7.083333333333333,00,33,C,252,26,2,Indiana,12
1610612742,1987,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,29,6,Kansas State,12
1610612742,1987,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,32,10,Maryland,12
1610612742,1987,76583,James Donaldson,1957-08-16,7.166666666666667,00,40,C,275,30,7,Washington State,12
1610612742,1987,76695,Jim Farmer,1964-09-23,6.333333333333333,00,20,F,190,23,0,Alabama,12
1610612742,1987,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,26,4,Illinois,12
1610612742,1987,64,Sam Perkins,1961-06-14,6.75,00,44,F,235,27,3,North Carolina,12
1610612742,1987,96,Detlef Schrempf,1963-01-21,6.75,00,32,F,214,25,2,Washington,12
1610612742,1988,76172,Uwe Blab,1962-03-26,7.083333333333333,00,33,C,252,27,3,Indiana,13
1610612742,1988,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,30,7,Kansas State,13
1610612742,1988,76504,Adrian Dantley,1955-02-26,6.416666666666667,00,4,F,208,34,12,Notre Dame,13
1610612742,1988,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,33,11,Maryland,13
1610612742,1988,76583,James Donaldson,1957-08-16,7.166666666666667,00,40,C,275,31,8,Washington State,13
1610612742,1988,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,27,5,Illinois,13
1610612742,1988,77173,Anthony Jones,1962-09-13,6.5,00,21,G,195,26,1,Nevada-Las Vegas,13
1610612742,1988,64,Sam Perkins,1961-06-14,6.75,00,44,F,235,28,4,North Carolina,13
1610612742,1988,78293,Roy Tarpley,1964-11-28,7,00,42,F,230,24,2,Michigan,13
1610612742,1988,78390,Terry Tyler,1956-10-30,6.583333333333333,00,41,F,215,32,10,Detroit Mercy,13
1610612742,1989,76024,Steve Alford,1964-11-23,6.166666666666667,00,2,G,183,25,2,Indiana,14
1610612742,1989,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,31,8,Kansas State,14
1610612742,1989,76504,Adrian Dantley,1955-02-26,6.416666666666667,00,4,F,208,35,13,Notre Dame,14
1610612742,1989,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,34,12,Maryland,14
1610612742,1989,76583,James Donaldson,1957-08-16,7.166666666666667,00,40,C,275,32,9,Washington State,14
1610612742,1989,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,28,6,Illinois,14
1610612742,1989,77173,Anthony Jones,1962-09-13,6.5,00,21,G,195,27,2,Nevada-Las Vegas,14
1610612742,1989,737,Bob McCann,1964-04-22,6.5,00,7,F,244,26,0,Morehead State,14
1610612742,1989,64,Sam Perkins,1961-06-14,6.75,00,44,F,235,29,5,North Carolina,14
1610612742,1989,78293,Roy Tarpley,1964-11-28,7,00,42,F,230,25,3,Michigan,14
1610612742,1990,76024,Steve Alford,1964-11-23,6.166666666666667,00,4,G,183,26,3,Indiana,15
1610612742,1990,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,32,9,Kansas State,15
1610612742,1990,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,35,13,Maryland,15
1610612742,1990,76583,James Donaldson,1957-08-16,7.166666666666667,00,40,C,275,33,10,Washington State,15
1610612742,1990,76673,Alex English,1954-01-05,6.666666666666667,00,2,F,190,37,14,South Carolina,15
1610612742,1990,76844,Jim Grandholm,1960-10-04,7,00,50,C,235,30,0,South Florida,15
1610612742,1990,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,29,7,Illinois,15
1610612742,1990,77376,Lafayette Lever,1960-08-18,6.25,00,21,G,170,30,8,Arizona State,15
1610612742,1990,1622,Rodney McCray,1961-08-29,6.666666666666667,00,1,F,220,29,7,Louisville,15
1610612742,1990,1117,John Shasky,1964-07-31,6.916666666666667,00,55,C,235,26,2,Minnesota,15
1610612742,1991,76176,Rolando Blackman,1959-02-26,6.5,00,22,G,190,33,10,Kansas State,16
1610612742,1991,426,Terry Davis,1967-06-17,6.75,00,43,F,225,25,2,Virginia Union,16
1610612742,1991,76516,Brad Davis,1955-12-17,6.25,00,15,G,180,36,14,Maryland,16
1610612742,1991,76790,Tom Garrick,1966-07-07,6.166666666666667,00,5,G,185,25,3,Rhode Island,16
1610612742,1991,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,30,8,Illinois,16
1610612742,1991,1106,Donald Hodge,1969-02-25,7,00,35,F,230,23,0,Temple,16
1610612742,1991,77065,Brian Howard,1967-10-19,6.5,00,41,F,204,24,0,North Carolina State,16
1610612742,1991,77098,Mike Iuzzolino,1968-01-22,5.833333333333333,00,55,G,175,24,0,Saint Francis (PA),16
1610612742,1991,77376,Lafayette Lever,1960-08-18,6.25,00,21,G,170,31,9,Arizona State,16
1610612742,1991,1622,Rodney McCray,1961-08-29,6.666666666666667,00,1,F,220,30,8,Louisville,16
1610612742,1992,76097,Stephen Bardo,1968-04-05,6.416666666666667,00,23,G,190,25,1,Illinois,18
1610612742,1992,1603,Walter Bond,1969-02-01,6.416666666666667,00,40,G,200,24,0,Minnesota,18
1610612742,1992,76337,Dexter Cambridge,1970-01-29,6.583333333333333,00,30,F,224,23,0,Texas,18
1610612742,1992,76488,Radisav Curcic,1965-09-26,6.833333333333333,00,44,C,275,27,0,NA,18
1610612742,1992,426,Terry Davis,1967-06-17,6.75,00,43,F,225,26,3,Virginia Union,18
1610612742,1992,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,185,31,9,Illinois,18
1610612742,1992,1106,Donald Hodge,1969-02-25,7,00,35,F,230,24,1,Temple,18
1610612742,1992,77065,Brian Howard,1967-10-19,6.5,00,41,F,204,25,1,North Carolina State,18
1610612742,1992,77098,Mike Iuzzolino,1968-01-22,5.833333333333333,00,13,G,175,25,1,Saint Francis (PA),18
1610612742,1992,754,Jim Jackson,1970-10-14,6.5,00,24,G-F,220,22,0,Ohio State,18
1610612742,1993,359,Chucky Brown,1968-02-29,6.583333333333333,00,6,F,214,26,4,North Carolina State,16
1610612742,1993,76338,Tony Campbell,1962-05-07,6.583333333333333,00,19,F,215,32,9,Ohio State,16
1610612742,1993,426,Terry Davis,1967-06-17,6.75,00,43,F,225,27,4,Virginia Union,16
1610612742,1993,1068,Greg Dreiling,1963-11-07,7.083333333333333,00,40,C,250,30,7,Kansas,16
1610612742,1993,446,Lucious Harris,1970-12-18,6.416666666666667,00,30,G,205,23,0,Long Beach State,16
1610612742,1993,1106,Donald Hodge,1969-02-25,7,00,35,F,230,25,2,Temple,16
1610612742,1993,754,Jim Jackson,1970-10-14,6.5,00,24,G-F,220,23,1,Ohio State,16
1610612742,1993,461,Popeye Jones,1970-06-17,6.666666666666667,00,54,F,265,24,0,Murray State,16
1610612742,1993,100,Tim Legler,1966-12-26,6.333333333333333,00,23,G,200,27,3,La Salle,16
1610612742,1993,77376,Lafayette Lever,1960-08-18,6.25,00,21,G,170,33,10,Arizona State,16
1610612742,1994,418,Scott Brooks,1965-07-31,5.916666666666667,00,1,G,165,29,6,California-Irvine,13
1610612742,1994,426,Terry Davis,1967-06-17,6.75,00,43,F,225,28,5,Virginia Union,13
1610612742,1994,434,Tony Dumas,1972-08-25,6.5,00,7,G,190,22,0,Missouri-Kansas City,13
1610612742,1994,446,Lucious Harris,1970-12-18,6.416666666666667,00,30,G,190,24,1,Long Beach State,13
1610612742,1994,1106,Donald Hodge,1969-02-25,7,00,35,F,230,26,3,Temple,13
1610612742,1994,754,Jim Jackson,1970-10-14,6.5,00,24,G,220,24,2,Ohio State,13
1610612742,1994,461,Popeye Jones,1970-06-17,6.666666666666667,00,54,F,250,25,1,Murray State,13
1610612742,1994,467,Jason Kidd,1973-03-23,6.333333333333333,00,5,G,205,22,0,California,13
1610612742,1994,469,Jamal Mashburn,1972-11-29,6.666666666666667,00,32,F,240,22,1,Kentucky,13
1610612742,1994,45,George McCloud,1967-05-27,6.666666666666667,00,21,G,215,28,4,Florida State,13
1610612742,1995,418,Scott Brooks,1965-07-31,5.916666666666667,00,1,G,165,30,7,California-Irvine,13
1610612742,1995,685,Cherokee Parks,1972-10-11,6.916666666666667,00,4,C,275,23,0,Duke,13
1610612742,1995,467,Jason Kidd,1973-03-23,6.333333333333333,00,5,G,208,23,1,California,13
1610612742,1995,434,Tony Dumas,1972-08-25,6.5,00,7,G,190,23,1,Missouri-Kansas City,13
1610612742,1995,116,David Wood,1964-11-30,6.75,00,10,F,230,31,5,Nevada-Reno,13
1610612742,1995,45,George McCloud,1967-05-27,6.666666666666667,00,21,F-G,225,29,5,Florida State,13
1610612742,1995,754,Jim Jackson,1970-10-14,6.5,00,24,G,215,25,3,Ohio State,13
1610612742,1995,446,Lucious Harris,1970-12-18,6.416666666666667,00,30,G,205,25,2,Long Beach State,13
1610612742,1995,469,Jamal Mashburn,1972-11-29,6.666666666666667,00,32,F,250,23,2,Kentucky,13
1610612742,1995,684,Loren Meyer,1972-12-30,6.833333333333333,00,40,C,260,23,0,Iowa State,13
1610612742,1996,1478,Stevin Smith,1972-01-24,6.166666666666667,00,1,G,208,25,0,Arizona State,12
1610612742,1996,714,Michael Finley,1973-03-06,6.583333333333333,00,4,F-G,215,24,1,Wisconsin,12
1610612742,1996,390,Sasha Danilovic,1970-02-26,6.5,00,5,G,200,27,1,Serbia,12
1610612742,1996,234,Khalid Reeves,1972-07-15,6.25,00,6,G,201,24,2,Arizona,12
1610612742,1996,157,Derek Harper,1961-10-13,6.333333333333333,00,12,G,206,35,13,Illinois,12
1610612742,1996,982,Martin Muursepp,1974-09-26,6.75,00,13,F,235,22,0,Kalev Talinn (Estonia),12
1610612742,1996,123,Robert Pack,1969-02-03,6.166666666666667,00,14,G,190,28,5,Southern California,12
1610612742,1996,1065,Erick Strickland,1973-11-25,6.25,00,20,G,210,23,0,Nebraska,12
1610612742,1996,351,Stacey King,1967-01-29,6.916666666666667,00,33,F-C,250,30,6,Oklahoma,12
1610612742,1996,762,Shawn Bradley,1972-03-22,7.5,00,44,C,248,25,3,Brigham Young,12
1610612742,1997,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,215,25,2,Wisconsin,13
1610612742,1997,234,Khalid Reeves,1972-07-15,6.25,00,6,G,201,25,3,Arizona,13
1610612742,1997,1512,Chris Anstey,1975-01-01,7,00,11,C,249,23,0,Australia,13
1610612742,1997,982,Martin Muursepp,1974-09-26,6.75,00,13,F,235,23,1,Kalev Talinn (Estonia),13
1610612742,1997,1065,Erick Strickland,1973-11-25,6.25,00,20,G,210,24,1,Nebraska,13
1610612742,1997,704,Shawn Respert,1972-02-06,6.166666666666667,00,21,G,195,26,2,Michigan State,13
1610612742,1997,76,Cedric Ceballos,1969-08-02,6.583333333333333,00,23,F,220,28,7,Cal State-Fullerton,13
1610612742,1997,93,Hubert Davis,1970-05-17,6.416666666666667,00,24,G,183,28,5,North Carolina,13
1610612742,1997,1528,Bubba Wells,1974-07-26,6.416666666666667,00,35,F,230,23,0,Austin Peay,13
1610612742,1997,762,Shawn Bradley,1972-03-22,7.5,00,44,C,248,26,4,Brigham Young,13
1610612742,1998,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,215,26,3,Wisconsin,12
1610612742,1998,1512,Chris Anstey,1975-01-01,7,00,11,C,249,24,1,Australia,12
1610612742,1998,959,Steve Nash,1974-02-07,6.25,00,13,G,195,25,2,Santa Clara,12
1610612742,1998,73,Hot Rod Williams,1962-08-09,6.916666666666667,00,18,C,245,36,12,Tulane,12
1610612742,1998,1065,Erick Strickland,1973-11-25,6.25,00,20,G,210,25,2,Nebraska,12
1610612742,1998,93,Hubert Davis,1970-05-17,6.416666666666667,00,24,G,183,29,6,North Carolina,12
1610612742,1998,718,Gary Trent,1974-09-22,6.666666666666667,00,33,F,250,24,3,Ohio,12
1610612742,1998,1743,Bruno Sundov,1980-02-10,7.166666666666667,00,40,C,220,19,0,Croatia,12
1610612742,1998,1717,Dirk Nowitzki,1978-06-19,7,00,41,F,237,21,0,"Wurzburg, Germany",12
1610612742,1998,762,Shawn Bradley,1972-03-22,7.5,00,44,C,263,27,5,Brigham Young,12
1610612742,1999,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G,215,27,4,Wisconsin,12
1610612742,1999,1800,Damon Jones,1976-08-25,6.25,00,11,G,185,23,1,Houston,12
1610612742,1999,959,Steve Nash,1974-02-07,6.25,00,13,G,195,26,3,Santa Clara,12
1610612742,1999,123,Robert Pack,1969-02-03,6.166666666666667,00,14,G,190,31,8,Southern California,12
1610612742,1999,1065,Erick Strickland,1973-11-25,6.25,00,20,G,210,26,3,Nebraska,12
1610612742,1999,1761,Greg Buckner,1976-09-16,6.333333333333333,00,21,G,210,23,0,Clemson,12
1610612742,1999,76,Cedric Ceballos,1969-08-02,6.583333333333333,00,23,F,220,30,9,Cal State-Fullerton,12
1610612742,1999,93,Hubert Davis,1970-05-17,6.416666666666667,00,24,G,183,30,7,North Carolina,12
1610612742,1999,718,Gary Trent,1974-09-22,6.666666666666667,00,33,F,250,25,4,Ohio,12
1610612742,1999,1717,Dirk Nowitzki,1978-06-19,7,00,41,F-C,237,22,1,"Wurzburg, Germany",12
1610612742,2000,2051,Donnell Harvey,1980-08-26,6.666666666666667,00,1,F,220,20,0,Florida,13
1610612742,2000,95,Mark Bryant,1965-04-25,6.75,00,2,F-C,250,36,12,Seton Hall,13
1610612742,2000,137,Vernon Maxwell,1965-09-12,6.333333333333333,00,3,G,190,35,12,Florida,13
1610612742,2000,714,Michael Finley,1973-03-06,6.583333333333333,00,4,F-G,215,28,5,Wisconsin,13
1610612742,2000,436,Juwan Howard,1973-02-07,6.75,00,5,F,250,28,6,Michigan,13
1610612742,2000,458,Howard Eisley,1972-12-04,6.166666666666667,00,9,G,180,28,6,Boston College,13
1610612742,2000,959,Steve Nash,1974-02-07,6.25,00,13,G,195,27,4,Santa Clara,13
1610612742,2000,2059,Eduardo Najera,1976-07-11,6.666666666666667,00,14,F,234,24,0,Oklahoma,13
1610612742,2000,1917,Wang Zhi-zhi,1977-07-08,7.083333333333333,00,16,C,220,23,0,China,13
1610612742,2000,1761,Greg Buckner,1976-09-16,6.333333333333333,00,21,G,210,24,1,Clemson,13
1610612742,2001,271,Johnny Newman,1963-11-28,6.583333333333333,00,2,F,210,38,15,Richmond,12
1610612742,2001,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,215,29,6,Wisconsin,12
1610612742,2001,1559,Adrian Griffin,1974-07-04,6.416666666666667,00,7,F-G,215,27,2,Seton Hall,12
1610612742,2001,959,Steve Nash,1974-02-07,6.25,00,13,G,195,28,5,Santa Clara,12
1610612742,2001,2059,Eduardo Najera,1976-07-11,6.666666666666667,00,14,F,234,25,1,Oklahoma,12
1610612742,2001,1917,Wang Zhi-zhi,1977-07-08,7.083333333333333,00,16,C,220,24,1,China,12
1610612742,2001,1761,Greg Buckner,1976-09-16,6.333333333333333,00,21,F-G,210,25,2,Clemson,12
1610612742,2001,89,Nick Van Exel,1971-11-27,6.083333333333333,00,31,G,195,30,8,Cincinnati,12
1610612742,2001,1717,Dirk Nowitzki,1978-06-19,7,00,41,C-F,245,24,3,"Wurzburg, Germany",12
1610612742,2001,1915,Evan Eschmeyer,1975-05-30,6.916666666666667,00,42,C,255,27,2,Northwestern,12
1610612742,2002,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,225,30,7,Wisconsin,15
1610612742,2002,422,Avery Johnson,1965-03-25,5.916666666666667,00,6,G,180,38,14,Southern,15
1610612742,2002,1559,Adrian Griffin,1974-07-04,6.416666666666667,00,7,F-G,230,28,3,Seton Hall,15
1610612742,2002,1505,Tariq Abdul-Wahad,1974-11-03,6.5,00,9,F-G,225,28,5,San Jose State,15
1610612742,2002,1952,Raja Bell,1976-09-19,6.416666666666667,00,11,G,205,26,2,Florida International,15
1610612742,2002,959,Steve Nash,1974-02-07,6.25,00,13,G,195,29,6,Santa Clara,15
1610612742,2002,2059,Eduardo Najera,1976-07-11,6.666666666666667,00,14,F,235,26,2,Oklahoma,15
1610612742,2002,2492,Adam Harrington,1980-07-05,6.416666666666667,00,21,G,200,22,0,Auburn,15
1610612742,2002,89,Nick Van Exel,1971-11-27,6.083333333333333,00,31,G,195,31,9,Cincinnati,15
1610612742,2002,1717,Dirk Nowitzki,1978-06-19,7,00,41,C-F,245,25,4,"Wurzburg, Germany",15
1610612742,2003,696,Travis Best,1972-07-12,5.916666666666667,00,3,G,185,31,8,Georgia Tech,14
1610612742,2003,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,225,31,8,Wisconsin,14
1610612742,2003,2572,Josh Howard,1980-04-28,6.583333333333333,00,5,F,210,24,0,Wake Forest,14
1610612742,2003,2605,Marquis Daniels,1981-01-07,6.5,00,6,G,200,23,0,Auburn,14
1610612742,2003,960,Tony Delk,1974-01-28,6.166666666666667,00,7,G,189,30,7,Kentucky,14
1610612742,2003,952,Antoine Walker,1976-08-12,6.75,00,8,F,245,27,7,Kentucky,14
1610612742,2003,1505,Tariq Abdul-Wahad,1974-11-03,6.5,00,9,F-G,235,29,6,San Jose State,14
1610612742,2003,959,Steve Nash,1974-02-07,6.25,00,13,G,195,30,7,Santa Clara,14
1610612742,2003,2059,Eduardo Najera,1976-07-11,6.666666666666667,00,14,C,235,27,3,Oklahoma,14
1610612742,2003,1504,Danny Fortson,1976-03-27,6.666666666666667,00,21,C,260,28,6,Cincinnati,14
1610612742,2004,1496,Keith Van Horn,1975-10-23,6.833333333333333,00,2,F,245,29,7,Utah,12
1610612742,2004,714,Michael Finley,1973-03-06,6.583333333333333,00,4,G-F,225,32,9,Wisconsin,12
1610612742,2004,2572,Josh Howard,1980-04-28,6.583333333333333,00,5,F,210,25,1,Wake Forest,12
1610612742,2004,2605,Marquis Daniels,1981-01-07,6.5,00,6,G,200,24,1,Auburn,12
1610612742,2004,353,Darrell Armstrong,1968-06-22,6.083333333333333,00,10,G,180,37,10,Fayetteville State,12
1610612742,2004,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,29,8,Mississippi State,12
1610612742,2004,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,27,5,Arizona,12
1610612742,2004,2734,Devin Harris,1983-02-27,6.25,00,34,G,185,22,0,Wisconsin,12
1610612742,2004,1717,Dirk Nowitzki,1978-06-19,7,00,41,F,245,27,6,"Wurzburg, Germany",12
1610612742,2004,711,Jerry Stackhouse,1974-11-05,6.5,00,42,G-F,218,30,9,North Carolina,12
1610612742,2005,1496,Keith Van Horn,1975-10-23,6.833333333333333,00,2,F,245,30,8,Utah,13
1610612742,2005,2572,Josh Howard,1980-04-28,6.583333333333333,00,5,F,210,26,2,Wake Forest,13
1610612742,2005,2605,Marquis Daniels,1981-01-07,6.5,00,6,G,200,25,2,Auburn,13
1610612742,2005,2205,DeSagana Diop,1982-01-30,7,00,7,C,280,24,4,Oak Hill Academy (VA),13
1610612742,2005,353,Darrell Armstrong,1968-06-22,6.083333333333333,00,10,G,180,38,11,Fayetteville State,13
1610612742,2005,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,30,9,Mississippi State,13
1610612742,2005,2788,DJ Mbenga,1980-12-30,7,00,28,C,245,25,1,"Kinshasa, DRC",13
1610612742,2005,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,28,6,Arizona,13
1610612742,2005,2694,Josh Powell,1983-01-25,6.75,00,33,F,225,23,0,North Carolina State,13
1610612742,2005,2734,Devin Harris,1983-02-27,6.25,00,34,G,185,23,1,Wisconsin,13
1610612742,2006,1761,Greg Buckner,1976-09-16,6.333333333333333,00,1,G-F,210,30,7,Clemson,15
1610612742,2006,2572,Josh Howard,1980-04-28,6.583333333333333,00,5,F-G,210,27,3,Wake Forest,15
1610612742,2006,2205,DeSagana Diop,1982-01-30,7,00,7,C,280,25,5,Oak Hill Academy (VA),15
1610612742,2006,200826,J.J. Barea,1984-06-26,6,00,11,G,175,23,0,Northeastern,15
1610612742,2006,200772,Maurice Ager,1984-02-09,6.416666666666667,00,13,G,202,23,0,Michigan State,15
1610612742,2006,200822,Pops Mensah-Bonsu,1983-09-07,6.75,00,21,F,240,23,0,George Washington,15
1610612742,2006,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,31,10,Mississippi State,15
1610612742,2006,2788,DJ Mbenga,1980-12-30,7,00,28,C,255,26,2,"Kinshasa, DRC",15
1610612742,2006,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,29,7,Arizona,15
1610612742,2006,2734,Devin Harris,1983-02-27,6.25,00,34,G,185,24,2,Wisconsin,15
1610612742,2007,467,Jason Kidd,1973-03-23,6.333333333333333,00,2,G,210,35,13,California,15
1610612742,2007,2572,Josh Howard,1980-04-28,6.416666666666667,00,5,F-G,210,28,4,Wake Forest,15
1610612742,2007,224,Eddie Jones,1971-10-20,6.5,00,6,G-F,200,36,13,Temple,15
1610612742,2007,1731,Tyronn Lue,1977-05-03,6,00,10,G,175,31,9,Nebraska,15
1610612742,2007,200826,J.J. Barea,1984-06-26,6,00,11,G,175,24,1,Northeastern,15
1610612742,2007,2048,Jamaal Magloire,1978-05-21,6.916666666666667,00,20,C,265,30,7,Kentucky,15
1610612742,2007,101120,Antoine Wright,1984-02-06,6.583333333333333,00,21,G-F,215,24,2,Texas A&M,15
1610612742,2007,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,32,11,Mississippi State,15
1610612742,2007,2124,Malik Allen,1978-06-27,6.833333333333333,00,30,F,255,30,6,Villanova,15
1610612742,2007,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,30,8,Arizona,15
1610612742,2008,200797,Ryan Hollins,1984-10-10,7,00,1,C,230,24,2,UCLA,15
1610612742,2008,467,Jason Kidd,1973-03-23,6.333333333333333,00,2,G,210,36,14,California,15
1610612742,2008,200761,Shawne Williams,1986-02-16,6.75,00,4,F,225,23,2,Memphis,15
1610612742,2008,2572,Josh Howard,1980-04-28,6.583333333333333,00,5,F-G,210,29,5,Wake Forest,15
1610612742,2008,101123,Gerald Green,1986-01-26,6.666666666666667,00,8,G-F,200,23,3,Gulf Shores Aca. (TX),15
1610612742,2008,200826,J.J. Barea,1984-06-26,6,00,11,G,175,25,2,Northeastern,15
1610612742,2008,2679,Matt Carroll,1980-08-28,6.5,00,13,G,212,28,5,Notre Dame,15
1610612742,2008,101120,Antoine Wright,1984-02-06,6.583333333333333,00,21,G-F,215,25,3,Texas A&M,15
1610612742,2008,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,33,12,Mississippi State,15
1610612742,2008,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,31,9,Arizona,15
1610612742,2009,1890,Shawn Marion,1978-05-07,6.583333333333333,00,0,F,228,32,10,Nevada-Las Vegas,13
1610612742,2009,467,Jason Kidd,1973-03-23,6.333333333333333,00,2,G,210,37,15,California,13
1610612742,2009,201958,Rodrigue Beaubois,1988-02-24,6,00,3,G,170,22,0,"Pointe-a-Pitre, Guadeloupe",13
1610612742,2009,2406,Caron Butler,1980-03-13,6.583333333333333,00,4,F,228,30,7,Connecticut,13
1610612742,2009,1501,Tim Thomas,1977-02-26,6.833333333333333,00,7,F,240,33,12,Villanova,13
1610612742,2009,200826,J.J. Barea,1984-06-26,6,00,11,G,175,26,3,Northeastern,13
1610612742,2009,2679,Matt Carroll,1980-08-28,6.5,00,13,G,212,29,6,Notre Dame,13
1610612742,2009,2059,Eduardo Najera,1976-07-11,6.666666666666667,00,14,F,235,33,9,Oklahoma,13
1610612742,2009,956,Erick Dampier,1975-07-14,6.916666666666667,00,25,C,265,34,13,Mississippi State,13
1610612742,2009,1891,Jason Terry,1977-09-15,6.166666666666667,00,31,G,180,32,10,Arizona,13
1610612742,2010,1890,Shawn Marion,1978-05-07,6.583333333333333,00,0,F,228,33,11,Nevada-Las Vegas,15
1610612742,2010,467,Jason Kidd,1973-03-23,6.333333333333333,00,2,G,210,38,16,California,15
1610612742,2010,201958,Rodrigue Beaubois,1988-02-24,6.166666666666667,00,3,G,185,23,1,"Pointe-a-Pitre, Guadeloupe",15
1610612742,2010,2406,Caron Butler,1980-03-13,6.583333333333333,00,4,F,228,31,8,Connecticut,15
1610612742,2010,2199,Tyson Chandler,1982-10-02,7.083333333333333,00,6,C,235,28,9,Dominquez H.S,15
1610612742,2010,200826,J.J. Barea,1984-06-26,6,00,11,G,175,27,4,Northeastern,15
1610612742,2010,201147,Corey Brewer,1986-03-05,6.75,00,13,F,188,25,3,Florida,15
1610612742,2010,978,Peja Stojakovic,1977-06-09,6.833333333333333,00,16,F,229,34,12,"Belgrade, Serbia",15
1610612742,2010,202346,Dominique Jones,1988-10-15,6.416666666666667,00,20,G,215,22,0,South Florida,15
1610612742,2010,101133,Ian Mahinmi,1986-11-05,6.916666666666667,00,28,C,230,24,2,"Rouen, France",15
1610612742,2011,1890,Shawn Marion,1978-05-07,6.583333333333333,00,0,F,228,34,12,Nevada-Las Vegas,15
1610612742,2011,467,Jason Kidd,1973-03-23,6.333333333333333,00,2,G,210,39,17,California,15
1610612742,2011,201958,Rodrigue Beaubois,1988-02-24,6.166666666666667,00,3,G,185,24,2,"Pointe-a-Pitre, Guadeloupe",15
1610612742,2011,101235,Kelenna Azubuike,1983-12-16,6.416666666666667,00,4,G,215,28,4,Kentucky,15
1610612742,2011,1885,Lamar Odom,1979-11-06,6.833333333333333,00,7,F,230,32,12,Rhode Island,15
1610612742,2011,201146,Yi Jianlian,1987-10-27,7,00,9,F,250,24,4,"Shenzhen, China",15
1610612742,2011,2753,Delonte West,1983-07-26,6.25,00,13,G,180,28,7,Saint Joseph's,15
1610612742,2011,202346,Dominique Jones,1988-10-15,6.416666666666667,00,20,G,215,23,1,South Florida,15
1610612742,2011,1713,Vince Carter,1977-01-26,6.5,00,25,G-F,220,35,13,North Carolina,15
1610612742,2011,101133,Ian Mahinmi,1986-11-05,6.916666666666667,00,28,C,230,25,3,"Rouen, France",15
1610612742,2012,1890,Shawn Marion,1978-05-07,6.583333333333333,00,0,F,228,35,13,Nevada-Las Vegas,15
1610612742,2012,203099,Jared Cunningham,1991-05-22,6.333333333333333,00,1,G,195,22,0,Oregon State,15
1610612742,2012,201958,Rodrigue Beaubois,1988-02-24,6.166666666666667,00,3,G,185,25,3,"Pointe-a-Pitre, Guadeloupe",15
